"","AIC_mar1_sim1","AIC_mar2_sim1","AIC_mar1_sim2","AIC_mar2_sim2","AICc_mar1_sim1","AICc_mar2_sim1","AICc_mar1_sim2","AICc_mar2_sim2","BIC_mar1_sim1","BIC_mar2_sim1","BIC_mar1_sim2","BIC_mar2_sim2"
"254","142.46","149.76","106.45"," 99.69","143.83","151.63","107.83","101.56","151.6","160.44","115.61","110.37"
"255","126.11","129.09","132.59","108.08","127.49","130.95","133.97","109.95","135.3","139.77","141.75","118.77"
"256","147.98","132.26","135.94","113.83","149.36","134.12","137.32","115.70","157.1","142.94","145.10","124.52"
"257","156.42","155.81","178.76","150.49","157.79","157.67","180.14","152.36","165.6","166.49","187.92","161.18"
"258","136.77","132.29","149.21","124.71","138.14","134.16","150.59","126.58","145.9","142.97","158.37","135.39"
"259","144.21","152.69","152.59","129.89","145.59","154.55","153.96","131.76","153.4","163.37","161.75","140.58"
"260","122.36","126.85","136.91","125.35","123.74","128.71","138.28","127.22","131.5","137.53","146.07","136.04"
"261","126.92","128.75","117.40","109.29","128.29","130.62","118.78","111.15","136.1","139.43","126.56","119.97"
"262","134.55","138.63","127.21","115.87","135.93","140.49","128.58","117.74","143.7","149.31","136.36","126.55"
"263","132.64","124.27","145.25","126.53","134.02","126.14","146.63","128.40","141.8","134.96","154.41","137.22"
"264","142.66","148.42","146.28","139.70","144.04","150.29","147.66","141.57","151.8","159.11","155.44","150.39"
"265","148.08","151.93","146.53","146.09","149.46","153.80","147.91","147.96","157.2","162.62","155.69","156.77"
"266","129.26","132.59","150.20","126.21","130.64","134.46","151.58","128.07","138.4","143.28","159.36","136.89"
"267","138.23","142.27","126.64","117.70","139.60","144.14","128.02","119.57","147.4","152.96","135.80","128.39"
"268","135.34","145.90","135.74","119.35","136.72","147.76","137.12","121.22","144.5","156.58","144.90","130.03"
"269","146.26","143.84","139.43","125.47","147.64","145.71","140.80","127.34","155.4","154.52","148.59","136.16"
"270","155.54","161.68","143.29","135.05","156.91","163.55","144.67","136.92","164.7","172.37","152.45","145.74"
"271","141.30","133.62","134.45","133.06","142.68","135.48","135.83","134.92","150.5","144.30","143.61","143.74"
"272","139.84","141.34","157.94","144.38","141.22","143.20","159.32","146.24","149.0","152.02","167.10","155.06"
"273","130.82","131.48","160.59","135.81","132.20","133.35","161.96","137.68","140.0","142.16","169.75","146.50"
"274","128.70","129.27","139.43","114.99","130.08","131.14","140.81","116.86","137.9","139.96","148.59","125.68"
"275","129.41","133.05","171.21","152.04","130.78","134.92","172.58","153.90","138.6","143.73","180.36","162.72"
"276","136.19","137.97","152.78","128.62","137.57","139.84","154.15","130.49","145.3","148.66","161.93","139.31"
"277","129.09","132.04","105.59"," 91.57","130.47","133.90","106.97"," 93.44","138.3","142.72","114.75","102.25"
"278","121.37","117.86","164.74","132.99","122.75","119.73","166.11","134.86","130.5","128.55","173.89","143.67"
"279","119.65","119.95","154.90","143.67","121.02","121.82","156.28","145.54","128.8","130.64","164.06","154.35"
"280","136.13","133.81","117.18","107.99","137.51","135.67","118.55","109.86","145.3","144.49","126.33","118.67"
"281","143.32","141.88","113.73","106.93","144.70","143.75","115.11","108.80","152.5","152.56","122.89","117.62"
"282","125.83","132.12","142.23","125.14","127.20","133.99","143.60","127.01","135.0","142.81","151.38","135.83"
"283","139.87","139.45","137.10","132.11","141.25","141.31","138.48","133.97","149.0","150.13","146.26","142.79"
"284","132.26","135.65","143.91","118.81","133.64","137.52","145.29","120.68","141.4","146.34","153.07","129.49"
"285","123.59","133.37","181.20","151.41","124.96","135.23","182.57","153.27","132.7","144.05","190.36","162.09"
"286","149.45","146.41","139.00","119.61","150.83","148.27","140.37","121.48","158.6","157.09","148.16","130.30"
"287","123.63","120.66","159.00","126.90","125.01","122.53","160.38","128.77","132.8","131.35","168.16","137.58"
"288","134.89","136.09","147.50","128.75","136.27","137.96","148.87","130.62","144.0","146.78","156.65","139.44"
"289","131.75","138.42","147.59","122.09","133.13","140.29","148.97","123.96","140.9","149.11","156.75","132.77"
"290","165.93","172.12","132.02","120.34","167.30","173.99","133.40","122.20","175.1","182.81","141.18","131.02"
"291","163.99","160.75","138.02","120.83","165.36","162.62","139.40","122.70","173.1","171.43","147.18","131.52"
"292","140.68","139.77","143.37","126.96","142.05","141.64","144.74","128.82","149.8","150.46","152.52","137.64"
"293","145.30","148.08","124.91","117.92","146.68","149.95","126.28","119.79","154.5","158.76","134.07","128.61"
"294","145.30","153.52","131.64","116.28","146.68","155.38","133.02","118.14","154.5","164.20","140.80","126.96"
"295","141.67","139.31","154.66","135.91","143.05","141.18","156.03","137.78","150.8","150.00","163.81","146.60"
"296","141.34","135.21","138.97","110.42","142.72","137.07","140.34","112.28","150.5","145.89","148.13","121.10"
"297","129.05","130.74","155.69","141.44","130.43","132.61","157.07","143.30","138.2","141.43","164.85","152.12"
"298","127.93","129.02","126.32","115.09","129.31","130.89","127.70","116.96","137.1","139.71","135.48","125.78"
"299","131.66","135.94","141.08","125.42","133.04","137.80","142.46","127.28","140.8","146.62","150.24","136.10"
"300","130.96","138.81"," 82.45"," 79.32","132.34","140.68"," 83.83"," 81.19","140.1","149.50"," 91.61"," 90.01"
"301","136.25","144.95","147.85","133.62","137.62","146.82","149.23","135.49","145.4","155.63","157.01","144.31"
"302","156.46","151.65","114.03","107.58","157.83","153.51","115.40","109.45","165.6","162.33","123.18","118.27"
"303","142.55","131.83","130.36","120.40","143.92","133.70","131.74","122.26","151.7","142.52","139.52","131.08"
"304","143.11","145.43","133.05"," 98.51","144.48","147.30","134.42","100.38","152.3","156.12","142.20","109.20"
"305","126.23","119.47","122.62","109.38","127.60","121.34","124.00","111.25","135.4","130.16","131.78","120.06"
"306","158.52","155.99","148.48","132.35","159.90","157.86","149.86","134.22","167.7","166.68","157.64","143.04"
"307","122.84","119.54","120.14","106.63","124.21","121.40","121.52","108.49","132.0","130.22","129.30","117.31"
"308","147.94","145.84","137.02","121.65","149.32","147.70","138.40","123.52","157.1","156.52","146.18","132.34"
"309","135.60","133.12","153.21","133.12","136.97","134.99","154.59","134.99","144.8","143.81","162.37","143.81"
"310","145.45","146.96","126.89","122.53","146.83","148.82","128.26","124.40","154.6","157.64","136.04","133.22"
"311","139.35","138.06","150.81","123.44","140.73","139.93","152.19","125.31","148.5","148.74","159.97","134.13"
"312","143.24","138.34","147.60","126.16","144.61","140.20","148.98","128.03","152.4","149.02","156.76","136.84"
"313","158.53","154.18","125.78","112.90","159.91","156.05","127.16","114.77","167.7","164.87","134.94","123.59"
"314","124.99","111.52","139.10","125.77","126.36","113.38","140.48","127.63","134.1","122.20","148.26","136.45"
"315","139.42","154.00"," 99.90"," 85.51","140.79","155.87","101.28"," 87.37","148.6","164.68","109.06"," 96.19"
"316","148.44","147.39","154.43","145.33","149.82","149.26","155.81","147.19","157.6","158.08","163.59","156.01"
"317","129.30","120.91","120.12","111.67","130.68","122.78","121.50","113.53","138.5","131.60","129.28","122.35"
"318","143.57","141.22","137.27","125.57","144.94","143.08","138.65","127.44","152.7","151.90","146.43","136.26"
"319","119.70","127.46","116.73","105.40","121.08","129.33","118.10","107.27","128.9","138.15","125.89","116.09"
"320","150.79","155.01","136.44","117.74","152.16","156.88","137.81","119.61","159.9","165.69","145.59","128.43"
"321","147.84","146.50","124.57","109.39","149.22","148.37","125.94","111.25","157.0","157.19","133.72","120.07"
"322","134.09","140.16","138.73","126.79","135.46","142.03","140.11","128.65","143.2","150.85","147.89","137.47"
"323","146.11","145.45","137.77","110.45","147.49","147.31","139.15","112.32","155.3","156.13","146.93","121.14"
"324","157.27","155.23","175.72","145.75","158.64","157.09","177.10","147.62","166.4","165.91","184.88","156.43"
"325","122.54","129.76","141.34","128.45","123.92","131.63","142.72","130.32","131.7","140.45","150.50","139.13"
"326","144.59","144.87","148.42","130.71","145.96","146.74","149.80","132.58","153.7","155.56","157.58","141.40"
"327","140.80","147.32","146.42","126.27","142.18","149.19","147.80","128.14","150.0","158.00","155.58","136.95"
"328","150.06","145.02","117.36","101.15","151.44","146.89","118.74","103.01","159.2","155.70","126.52","111.83"
"329","138.36","145.52","144.78","122.43","139.74","147.38","146.15","124.30","147.5","156.20","153.94","133.11"
"330","134.21","140.32","126.38","122.84","135.58","142.18","127.76","124.71","143.4","151.00","135.54","133.53"
"331","134.08","142.38","115.77"," 97.07","135.45","144.24","117.15"," 98.93","143.2","153.06","124.93","107.75"
"332","133.57","136.01","142.95","124.83","134.94","137.88","144.32","126.69","142.7","146.70","152.11","135.51"
"333","154.49","158.45","151.82","137.52","155.87","160.32","153.19","139.39","163.7","169.13","160.97","148.20"
"334","150.16","153.32","127.01","106.87","151.54","155.19","128.39","108.73","159.3","164.01","136.17","117.55"
"335","141.84","150.70","154.41","130.17","143.22","152.57","155.79","132.03","151.0","161.39","163.57","140.85"
"336","135.20","135.17","141.62","121.07","136.58","137.04","142.99","122.94","144.4","145.86","150.77","131.75"
"337","147.97","148.72","109.79"," 93.61","149.35","150.59","111.16"," 95.48","157.1","159.41","118.95","104.30"
"338","139.81","130.88","162.59","130.24","141.19","132.75","163.96","132.11","149.0","141.56","171.75","140.93"
"339","152.43","148.79","143.90","122.10","153.80","150.65","145.28","123.96","161.6","159.47","153.06","132.78"
"340","152.65","155.03","140.58","103.63","154.03","156.89","141.96","105.50","161.8","165.71","149.74","114.32"
"341","159.72","164.32","132.04","111.86","161.09","166.19","133.42","113.73","168.9","175.01","141.20","122.54"
"342","138.58","131.74","144.31","139.51","139.96","133.61","145.69","141.37","147.7","142.43","153.47","150.19"
"343","114.74","116.43","113.52"," 98.92","116.12","118.30","114.90","100.79","123.9","127.12","122.68","109.61"
"344","136.77","135.71","143.50","130.99","138.14","137.57","144.87","132.86","145.9","146.39","152.65","141.68"
"345","146.33","134.19","151.62","127.20","147.71","136.06","153.00","129.07","155.5","144.88","160.78","137.89"
"346","124.38","127.72","150.25","129.46","125.76","129.59","151.63","131.32","133.5","138.40","159.41","140.14"
"347","140.83","141.12","110.91"," 93.81","142.21","142.99","112.29"," 95.68","150.0","151.81","120.07","104.50"
"348","139.96","142.93","147.30","122.10","141.33","144.79","148.68","123.97","149.1","153.61","156.46","132.79"
"349","144.94","147.71","150.45","135.99","146.32","149.58","151.83","137.86","154.1","158.40","159.61","146.68"
"350","143.74","146.95","172.73","143.87","145.12","148.82","174.11","145.74","152.9","157.64","181.89","154.56"
"351","143.39","142.17","147.46","123.86","144.77","144.04","148.83","125.72","152.5","152.86","156.62","134.54"
"352","114.90","113.60","148.76","139.41","116.27","115.47","150.13","141.27","124.1","124.29","157.91","150.09"
"353","133.30","133.53","124.65","104.70","134.68","135.39","126.03","106.56","142.5","144.21","133.81","115.38"
"354","129.32","124.16","125.42","112.71","130.69","126.03","126.80","114.57","138.5","134.85","134.58","123.39"
"355","116.32","116.39","143.37","129.11","117.69","118.25","144.75","130.97","125.5","127.07","152.53","139.79"
"356","108.27","117.54","147.07","132.41","109.65","119.40","148.44","134.28","117.4","128.22","156.22","143.09"
"357","150.46","150.35","109.60","104.00","151.83","152.22","110.98","105.87","159.6","161.04","118.76","114.68"
"358","128.00","130.52","145.93","142.52","129.38","132.38","147.30","144.39","137.2","141.20","155.09","153.21"
"359","131.47","136.33","135.57","118.26","132.85","138.20","136.94","120.12","140.6","147.02","144.73","128.94"
"360","148.73","151.57","134.69","120.55","150.11","153.44","136.06","122.41","157.9","162.26","143.84","131.23"
"361","148.82","137.80","144.67","125.19","150.20","139.67","146.05","127.06","158.0","148.49","153.83","135.88"
"362","138.69","144.27","123.92","115.37","140.07","146.14","125.29","117.24","147.9","154.95","133.07","126.06"
"363","137.89","135.46","156.41","150.64","139.26","137.33","157.79","152.51","147.0","146.14","165.57","161.33"
"364","129.64","127.66","115.02","106.72","131.01","129.53","116.40","108.58","138.8","138.35","124.18","117.40"
"365","117.14","118.78","147.87","118.07","118.51","120.65","149.25","119.93","126.3","129.46","157.03","128.75"
"366","135.05","136.30","145.86","128.43","136.42","138.16","147.24","130.29","144.2","146.98","155.02","139.11"
"367","125.38","122.69","132.15","129.09","126.76","124.56","133.53","130.96","134.5","133.38","141.31","139.77"
"368","149.69","151.19","160.56","125.55","151.07","153.06","161.93","127.41","158.9","161.88","169.71","136.23"
"369","115.43","128.08","133.85","108.34","116.81","129.94","135.23","110.21","124.6","138.76","143.01","119.03"
"370","133.66","131.48","143.64","124.93","135.04","133.34","145.01","126.80","142.8","142.16","152.79","135.62"
"371","142.98","142.71","145.15","128.41","144.35","144.58","146.53","130.27","152.1","153.40","154.31","139.09"
"372","159.44","153.59","145.48","135.25","160.81","155.45","146.86","137.12","168.6","164.27","154.64","145.94"
"373","132.55","136.24","100.13"," 86.62","133.93","138.11","101.51"," 88.49","141.7","146.93","109.29"," 97.30"
"374","128.03","136.48","133.85","121.72","129.41","138.35","135.23","123.59","137.2","147.16","143.01","132.40"
"375","141.16","138.22","127.28","121.62","142.54","140.08","128.66","123.48","150.3","148.90","136.44","132.30"
"376","136.39","140.10","160.50","137.28","137.76","141.96","161.88","139.15","145.5","150.78","169.66","147.97"
"377","131.73","129.53","142.15","122.37","133.11","131.39","143.52","124.24","140.9","140.21","151.31","133.06"
"378","133.17","122.77","108.69"," 95.81","134.54","124.63","110.07"," 97.67","142.3","133.45","117.85","106.49"
"379","131.80","140.78","143.62","127.32","133.18","142.64","145.00","129.19","141.0","151.46","152.78","138.00"
"380","150.03","142.65","143.22","131.50","151.41","144.52","144.60","133.36","159.2","153.34","152.38","142.18"
"381","136.95","131.62","106.39"," 93.65","138.33","133.49","107.77"," 95.51","146.1","142.31","115.55","104.33"
"382","125.75","137.58","128.72","110.51","127.12","139.44","130.10","112.38","134.9","148.26","137.88","121.19"
"383","139.82","133.15","140.24","128.26","141.20","135.01","141.62","130.13","149.0","143.83","149.40","138.95"
"384","154.71","159.08","147.86","131.69","156.09","160.95","149.24","133.55","163.9","169.76","157.02","142.37"
"385","145.69","143.71","140.53","127.60","147.07","145.58","141.91","129.46","154.8","154.39","149.69","138.28"
"386","128.74","124.74","139.48","110.61","130.11","126.61","140.86","112.48","137.9","135.43","148.64","121.30"
"387","115.50","116.86","156.57","137.14","116.88","118.73","157.95","139.00","124.7","127.55","165.73","147.82"
"388","144.53","142.37","133.85","126.68","145.90","144.24","135.23","128.55","153.7","153.06","143.01","137.37"
"389","135.54","136.01","128.66","105.52","136.92","137.88","130.04","107.39","144.7","146.70","137.82","116.21"
"390","129.90","125.28","170.06","153.24","131.27","127.15","171.43","155.11","139.1","135.97","179.21","163.93"
"391","126.87","134.86","145.82","125.73","128.25","136.72","147.20","127.60","136.0","145.54","154.98","136.42"
"392","140.70","137.27","119.69","108.62","142.07","139.14","121.06","110.49","149.9","147.96","128.85","119.31"
"393","121.06","129.12","133.86","119.34","122.44","130.99","135.24","121.21","130.2","139.81","143.02","130.02"
"394","137.57","140.43","128.10","107.47","138.95","142.29","129.48","109.33","146.7","151.11","137.26","118.15"
"395","131.16","122.83","140.19","123.46","132.53","124.70","141.57","125.33","140.3","133.52","149.35","134.15"
"396","138.81","137.49","142.41","130.37","140.19","139.36","143.79","132.24","148.0","148.17","151.57","141.06"
"397","135.54","132.08","132.47","125.56","136.91","133.95","133.85","127.42","144.7","142.77","141.63","136.24"
"398","104.76","107.66","161.65","129.92","106.14","109.53","163.02","131.79","113.9","118.34","170.80","140.61"
"399","120.55","116.63","143.74","120.56","121.92","118.49","145.12","122.42","129.7","127.31","152.90","131.24"
"400","131.61","134.43","126.22","115.43","132.99","136.30","127.60","117.29","140.8","145.11","135.38","126.11"
"401","129.58","123.67","144.70","129.84","130.95","125.53","146.08","131.71","138.7","134.35","153.86","140.52"
"402","124.96","127.63","142.44","129.26","126.34","129.49","143.82","131.13","134.1","138.31","151.60","139.95"
"403","139.85","140.99","134.99","109.14","141.23","142.86","136.36","111.01","149.0","151.68","144.14","119.83"
"404","151.46","151.36","157.87","128.86","152.84","153.23","159.25","130.73","160.6","162.04","167.03","139.55"
"405","148.76","151.11","156.50","129.74","150.14","152.98","157.88","131.61","157.9","161.80","165.66","140.42"
"406","127.06","121.23","179.55","153.59","128.43","123.10","180.93","155.46","136.2","131.92","188.71","164.28"
"407","109.03"," 97.72","136.45","121.07","110.40"," 99.58","137.83","122.93","118.2","108.40","145.61","131.75"
"408","143.56","143.40","122.85","103.94","144.94","145.26","124.23","105.80","152.7","154.08","132.01","114.62"
"409","152.78","156.98","140.89","118.82","154.16","158.85","142.27","120.69","161.9","167.66","150.05","129.51"
"410","147.54","142.92","134.25","124.33","148.92","144.79","135.63","126.19","156.7","153.61","143.41","135.01"
"411","125.76","123.00","147.00","133.10","127.14","124.87","148.37","134.97","134.9","133.69","156.15","143.79"
"412","126.47","123.11","157.40","151.66","127.84","124.97","158.78","153.53","135.6","133.79","166.56","162.35"
"413","146.96","151.91","134.79","126.56","148.34","153.78","136.16","128.42","156.1","162.59","143.94","137.24"
"414","141.82","151.00","131.33","125.33","143.20","152.87","132.71","127.20","151.0","161.68","140.49","136.01"
"415","124.15","117.68","141.67","121.67","125.53","119.55","143.05","123.53","133.3","128.37","150.83","132.35"
"416","124.79","129.65","140.53","119.43","126.17","131.51","141.91","121.29","133.9","140.33","149.69","130.11"
"417","139.03","151.26","151.27","132.17","140.41","153.13","152.65","134.04","148.2","161.94","160.43","142.86"
"418","158.44","150.52","134.21","120.88","159.82","152.39","135.58","122.74","167.6","161.21","143.36","131.56"
"419","137.64","135.84","134.31","118.55","139.02","137.70","135.69","120.42","146.8","146.52","143.47","129.23"
"420","142.55","145.99","122.27","110.43","143.92","147.85","123.65","112.30","151.7","156.67","131.43","121.11"
"421","128.01","129.80","140.36","120.03","129.39","131.66","141.73","121.90","137.2","140.48","149.51","130.72"
"422","153.29","156.31","106.81"," 97.70","154.67","158.18","108.18"," 99.57","162.5","167.00","115.97","108.39"
"423","142.97","142.63","129.54","125.92","144.35","144.50","130.91","127.79","152.1","153.31","138.69","136.61"
"424","105.52","107.16","156.94","135.53","106.90","109.03","158.32","137.40","114.7","117.84","166.10","146.22"
"425","157.91","162.68","145.87","131.47","159.29","164.55","147.25","133.33","167.1","173.37","155.03","142.15"
"426","111.81","116.75","147.65","128.27","113.18","118.61","149.02","130.13","121.0","127.43","156.80","138.95"
"427","149.33","147.57","155.06","123.14","150.71","149.44","156.44","125.01","158.5","158.26","164.22","133.83"
"428","138.62","138.32","134.44","121.07","140.00","140.18","135.82","122.93","147.8","149.00","143.60","131.75"
"429","139.17","132.80","149.97","119.47","140.55","134.66","151.35","121.34","148.3","143.48","159.13","130.16"
"430","117.65","123.01","138.38","120.18","119.03","124.87","139.75","122.05","126.8","133.69","147.53","130.86"
"431","115.90","122.53","128.12","105.27","117.27","124.40","129.50","107.14","125.1","133.22","137.28","115.96"
"432","130.26","127.70","151.09","125.33","131.64","129.57","152.47","127.20","139.4","138.39","160.25","136.01"
"433","140.26","134.36","158.61","140.24","141.64","136.23","159.99","142.11","149.4","145.04","167.77","150.93"
"434","140.97","142.50","122.42","108.05","142.34","144.37","123.80","109.91","150.1","153.18","131.58","118.73"
"435","113.57","112.67","152.09","134.30","114.94","114.54","153.47","136.16","122.7","123.36","161.25","144.98"
"436","132.15","141.99","127.01","114.03","133.53","143.85","128.39","115.89","141.3","152.67","136.17","124.71"
"437","144.10","151.73","135.00","111.58","145.48","153.60","136.37","113.45","153.3","162.42","144.15","122.26"
"438","127.02","131.06","137.31","119.77","128.40","132.92","138.68","121.64","136.2","141.74","146.46","130.46"
"439","132.54","130.58","124.49","116.55","133.92","132.45","125.87","118.42","141.7","141.27","133.65","127.24"
"440","146.71","156.46","136.27","110.48","148.09","158.33","137.65","112.35","155.9","167.15","145.43","121.17"
"441","151.85","151.54","129.21","112.22","153.23","153.41","130.59","114.08","161.0","162.23","138.37","122.90"
"442","118.39","110.11","151.28","131.94","119.77","111.98","152.66","133.81","127.6","120.80","160.44","142.63"
"443","134.21","139.55","130.85","107.34","135.59","141.42","132.22","109.20","143.4","150.24","140.00","118.02"
"444","130.03","123.16","132.95","102.74","131.40","125.02","134.33","104.60","139.2","133.84","142.11","113.42"
"445","145.22","146.78","155.19","132.91","146.60","148.64","156.57","134.77","154.4","157.46","164.35","143.59"
"446","126.29","121.65","145.50","125.90","127.67","123.52","146.88","127.76","135.4","132.34","154.66","136.58"
"447","122.83","117.78","143.14","126.56","124.20","119.65","144.52","128.43","132.0","128.47","152.30","137.25"
"448","132.82","122.78","133.48","119.10","134.20","124.65","134.85","120.97","142.0","133.47","142.63","129.79"
"449","136.07","120.00","173.02","145.52","137.44","121.86","174.40","147.39","145.2","130.68","182.18","156.21"
"450","128.82","129.48","165.91","139.73","130.20","131.34","167.29","141.59","138.0","140.16","175.07","150.41"
"451","125.45","124.45","166.34","139.08","126.83","126.32","167.72","140.94","134.6","135.14","175.50","149.76"
"452","117.42","108.94","138.79","133.46","118.79","110.81","140.17","135.33","126.6","119.63","147.95","144.14"
"453","148.16","159.81","129.22","123.47","149.54","161.68","130.59","125.34","157.3","170.50","138.37","134.16"
"454","133.16","134.02","125.05","122.83","134.54","135.88","126.43","124.70","142.3","144.70","134.21","133.52"
"455","146.36","145.79","143.50","133.48","147.74","147.66","144.87","135.34","155.5","156.48","152.65","144.16"
"456","151.35","150.02","140.93","134.43","152.73","151.89","142.31","136.29","160.5","160.71","150.09","145.11"
"457","117.36","115.80","150.30","122.95","118.74","117.67","151.68","124.81","126.5","126.48","159.46","133.63"
"458","140.26","140.31","128.56","107.44","141.64","142.18","129.93","109.31","149.4","151.00","137.72","118.12"
"459","132.13","132.20","157.18","136.04","133.50","134.06","158.56","137.91","141.3","142.88","166.34","146.73"
"460","133.94","128.57","131.76","108.87","135.32","130.44","133.14","110.74","143.1","139.26","140.92","119.55"
"461","161.84","149.11","127.31","117.98","163.22","150.98","128.69","119.85","171.0","159.79","136.47","128.67"
"462","119.21","114.83","137.48","115.26","120.59","116.69","138.85","117.13","128.4","125.51","146.64","125.95"
"463","136.23","140.02","117.22","108.46","137.61","141.89","118.60","110.33","145.4","150.70","126.38","119.15"
"464","137.94","133.46","146.57","137.50","139.32","135.33","147.95","139.36","147.1","144.15","155.73","148.18"
"465","129.68","125.72","149.47","131.82","131.05","127.58","150.85","133.69","138.8","136.40","158.63","142.51"
"466","155.18","158.00","147.28","129.33","156.56","159.86","148.66","131.20","164.3","168.68","156.44","140.02"
"467","115.17","112.53","160.56","136.81","116.55","114.39","161.94","138.68","124.3","123.21","169.72","147.49"
"468","126.20","136.45","139.63","124.70","127.57","138.31","141.01","126.56","135.4","147.13","148.79","135.38"
"469","116.29","126.37","136.87","118.83","117.67","128.24","138.25","120.69","125.4","137.06","146.03","129.51"
"470","124.31","122.38","108.71"," 93.67","125.68","124.25","110.09"," 95.54","133.5","133.07","117.87","104.35"
"471","126.55","121.33","156.34","127.52","127.93","123.19","157.72","129.39","135.7","132.01","165.50","138.21"
"472","145.40","141.63","151.84","125.46","146.77","143.49","153.21","127.33","154.6","152.31","160.99","136.15"
"473","126.24","132.27","129.27","117.74","127.62","134.14","130.65","119.60","135.4","142.95","138.43","128.42"
"474","145.36","144.50","143.76","127.51","146.74","146.37","145.14","129.38","154.5","155.19","152.92","138.20"
"475","159.17","158.90","143.78","126.73","160.55","160.76","145.16","128.60","168.3","169.58","152.94","137.42"
"476","141.17","132.43","148.25","119.90","142.54","134.29","149.62","121.77","150.3","143.11","157.40","130.59"
"477","110.75","101.76","115.39","103.56","112.13","103.62","116.77","105.42","119.9","112.44","124.55","114.24"
"478","144.50","137.06","113.15","111.02","145.88","138.92","114.52","112.89","153.7","147.74","122.30","121.70"
"479","140.40","147.44","150.18","129.65","141.77","149.30","151.55","131.51","149.6","158.12","159.33","140.33"
"480","127.88","125.43","128.67","112.30","129.26","127.30","130.04","114.16","137.0","136.12","137.83","122.98"
"481","137.50","135.11","135.49","120.54","138.88","136.98","136.87","122.41","146.7","145.80","144.65","131.22"
"482","143.12","152.60","149.31","129.15","144.50","154.47","150.69","131.01","152.3","163.28","158.47","139.83"
"483","141.01","142.98","155.61","128.15","142.38","144.84","156.99","130.02","150.2","153.66","164.77","138.84"
"484","126.18","123.42","140.83","123.77","127.56","125.29","142.21","125.63","135.3","134.11","149.99","134.45"
"485","138.50","140.44"," 96.59"," 84.04","139.88","142.30"," 97.97"," 85.90","147.7","151.12","105.75"," 94.72"
"486","133.86","132.05","144.10","122.67","135.23","133.92","145.47","124.54","143.0","142.74","153.25","133.36"
"487","155.35","154.21","159.55","134.80","156.72","156.08","160.92","136.67","164.5","164.89","168.71","145.49"
"488","140.29","133.14","157.81","145.96","141.67","135.01","159.18","147.82","149.4","143.82","166.97","156.64"
"489","123.19","124.32","123.70","103.58","124.56","126.19","125.08","105.44","132.3","135.01","132.86","114.26"
"490","127.51","122.39","113.04","108.46","128.89","124.26","114.42","110.33","136.7","133.08","122.20","119.15"
"491","125.53","121.40","135.73","116.62","126.91","123.27","137.11","118.49","134.7","132.08","144.89","127.31"
"492","124.64","134.75","157.10","137.70","126.02","136.62","158.47","139.56","133.8","145.44","166.25","148.38"
"493","133.27","131.28","151.81","133.11","134.65","133.15","153.19","134.98","142.4","141.97","160.97","143.79"
"494","149.04","153.25","138.60","116.71","150.42","155.12","139.97","118.57","158.2","163.94","147.76","127.39"
"495","132.13","131.90","114.30","109.24","133.51","133.77","115.67","111.10","141.3","142.59","123.45","119.92"
"496","160.10","149.63","166.75","147.69","161.48","151.50","168.13","149.56","169.3","160.31","175.91","158.38"
"497","136.65","133.17","118.29","114.36","138.03","135.04","119.67","116.22","145.8","143.86","127.45","125.04"
"498","122.86","113.70","110.73","106.29","124.24","115.57","112.11","108.15","132.0","124.38","119.89","116.97"
"499","128.07","129.31","164.27","138.32","129.44","131.18","165.65","140.18","137.2","140.00","173.43","149.00"
"500","143.07","144.56","141.60","128.73","144.45","146.43","142.98","130.59","152.2","155.25","150.76","139.41"
"501","133.88","131.84","136.37","124.34","135.26","133.71","137.74","126.20","143.0","142.52","145.53","135.02"
"502","131.41","132.60","155.80","125.24","132.79","134.46","157.18","127.10","140.6","143.28","164.96","135.92"
"503","152.30","149.34","136.60","119.84","153.68","151.21","137.97","121.71","161.5","160.03","145.75","130.53"
"504","130.43","130.90","144.02","128.95","131.81","132.76","145.40","130.82","139.6","141.58","153.18","139.63"
"505","141.34","141.22","113.22"," 99.72","142.71","143.09","114.60","101.59","150.5","151.91","122.38","110.41"
"506","143.50","148.35","132.65","124.70","144.88","150.22","134.03","126.57","152.7","159.03","141.81","135.39"
"507","150.03","149.49","136.12","111.88","151.41","151.35","137.50","113.75","159.2","160.17","145.28","122.56"
"508","162.25","156.25","119.63","104.96","163.63","158.12","121.01","106.83","171.4","166.93","128.79","115.64"
"509","117.74","116.96","150.63","136.21","119.12","118.83","152.01","138.07","126.9","127.65","159.79","146.89"
"510","147.93","151.39","135.64","121.68","149.31","153.25","137.02","123.55","157.1","162.07","144.80","132.37"
"511","142.61","146.50","147.27","134.09","143.99","148.37","148.65","135.96","151.8","157.19","156.43","144.78"
"512","130.74","131.17","139.43","128.63","132.11","133.04","140.81","130.50","139.9","141.86","148.59","139.32"
"513","131.60","134.55","123.91"," 86.97","132.98","136.42","125.29"," 88.84","140.8","145.23","133.07"," 97.66"
"514","174.68","177.20","129.81","118.03","176.06","179.06","131.19","119.90","183.8","187.88","138.97","128.72"
"515","134.58","134.21","152.47","138.12","135.95","136.07","153.85","139.99","143.7","144.89","161.63","148.80"
"516","125.34","124.40","140.74","130.42","126.72","126.27","142.12","132.29","134.5","135.09","149.90","141.10"
"517","153.07","154.96","136.20","107.50","154.45","156.83","137.58","109.37","162.2","165.64","145.36","118.19"
