"","AIC_mar1_sim1","AIC_mar2_sim1","AIC_mar1_sim2","AIC_mar2_sim2","AICc_mar1_sim1","AICc_mar2_sim1","AICc_mar1_sim2","AICc_mar2_sim2","BIC_mar1_sim1","BIC_mar2_sim1","BIC_mar1_sim2","BIC_mar2_sim2"
"518","143.59","145.99","124.14","104.14","144.97","147.85","125.51","106.01","152.7","156.67","133.29","114.83"
"519","142.02","147.02","138.67","126.10","143.40","148.89","140.04","127.97","151.2","157.71","147.82","136.78"
"520","118.12","125.54","141.89","123.92","119.50","127.41","143.27","125.78","127.3","136.23","151.05","134.60"
"521","121.82","120.36","138.67","119.37","123.19","122.23","140.05","121.23","131.0","131.05","147.83","130.05"
"522","152.02","149.07","161.57","144.44","153.40","150.94","162.95","146.31","161.2","159.76","170.73","155.13"
"523","153.02","143.78","135.04","107.98","154.39","145.65","136.41","109.85","162.2","154.47","144.20","118.67"
"524","145.55","142.80","143.85","127.06","146.93","144.67","145.23","128.92","154.7","153.49","153.01","137.74"
"525","117.41","117.38","135.00","121.59","118.79","119.24","136.38","123.45","126.6","128.06","144.16","132.27"
"526","142.78","140.13","135.14","123.08","144.16","142.00","136.52","124.95","151.9","150.82","144.30","133.76"
"527","123.79","123.83","141.33","107.02","125.17","125.70","142.71","108.89","132.9","134.52","150.49","117.70"
"528","129.48","129.99","118.87","106.42","130.86","131.85","120.25","108.29","138.6","140.67","128.03","117.11"
"529","174.45","169.55","119.80","105.48","175.83","171.42","121.17","107.34","183.6","180.23","128.95","116.16"
"530","147.89","145.40","141.74","125.75","149.27","147.27","143.12","127.62","157.1","156.09","150.90","136.44"
"531","147.38","148.30","161.59","116.01","148.76","150.16","162.96","117.87","156.5","158.98","170.74","126.69"
"532","119.71","111.87","127.63","114.73","121.09","113.74","129.01","116.60","128.9","122.55","136.79","125.42"
"533","128.87","134.72","134.26","118.26","130.25","136.59","135.64","120.13","138.0","145.40","143.42","128.94"
"534","138.73","134.42","118.77"," 98.76","140.11","136.29","120.15","100.63","147.9","145.11","127.93","109.45"
"535","150.93","153.71","144.57","129.03","152.31","155.58","145.94","130.90","160.1","164.40","153.73","139.72"
"536","134.08","132.92","119.39","106.90","135.46","134.79","120.77","108.76","143.2","143.61","128.55","117.58"
"537","135.54","129.94","138.04","124.06","136.92","131.80","139.42","125.93","144.7","140.62","147.20","134.75"
"538","161.57","156.40","158.44","145.44","162.95","158.27","159.81","147.31","170.7","167.08","167.60","156.13"
"539","138.02","136.60","119.97","101.19","139.39","138.47","121.35","103.06","147.2","147.29","129.13","111.88"
"540","134.05","131.32","166.69","137.23","135.43","133.19","168.07","139.10","143.2","142.00","175.85","147.92"
"541","132.75","126.03","149.57","133.25","134.13","127.90","150.94","135.12","141.9","136.72","158.72","143.93"
"542","124.72","118.15","139.49","121.71","126.10","120.02","140.87","123.57","133.9","128.83","148.65","132.39"
"543","135.85","139.26","151.55","140.55","137.23","141.13","152.93","142.42","145.0","149.95","160.71","151.24"
"544","139.16","136.52","108.12","101.14","140.54","138.39","109.50","103.01","148.3","147.21","117.28","111.82"
"545","119.62","119.46","142.02","131.22","120.99","121.33","143.40","133.09","128.8","130.15","151.18","141.91"
"546","162.46","155.01","134.25","124.19","163.84","156.87","135.63","126.05","171.6","165.69","143.41","134.87"
"547","124.39","111.39","136.44","128.13","125.76","113.26","137.82","129.99","133.5","122.07","145.60","138.81"
"548","140.50","147.63","129.65","111.54","141.88","149.49","131.03","113.41","149.7","158.31","138.81","122.22"
"549","137.42","133.31","137.50","127.70","138.79","135.17","138.87","129.57","146.6","143.99","146.65","138.39"
"550","145.84","140.28","136.99","125.91","147.21","142.15","138.36","127.78","155.0","150.97","146.15","136.60"
"551","122.89","128.27","147.67","132.03","124.27","130.13","149.05","133.90","132.0","138.95","156.83","142.72"
"552","136.75","141.78","125.28","116.58","138.12","143.65","126.66","118.45","145.9","152.47","134.44","127.26"
"553","148.94","146.19","123.32","114.99","150.32","148.05","124.70","116.86","158.1","156.87","132.48","125.68"
"554","147.70","150.56","147.12","131.63","149.08","152.43","148.50","133.49","156.9","161.25","156.28","142.31"
"555","124.37","118.58","137.09","123.59","125.74","120.45","138.47","125.45","133.5","129.27","146.25","134.27"
"556","132.45","125.50","131.17","126.61","133.83","127.37","132.54","128.48","141.6","136.19","140.32","137.29"
"557","141.34","147.48","115.92","102.89","142.72","149.35","117.30","104.76","150.5","158.17","125.08","113.57"
"558","141.66","131.08","125.54","100.22","143.04","132.95","126.92","102.08","150.8","141.77","134.70","110.90"
"559","134.44","133.05","129.34","117.55","135.81","134.91","130.72","119.42","143.6","143.73","138.50","128.24"
"560","120.45","122.39","151.11","142.42","121.83","124.26","152.49","144.29","129.6","133.08","160.27","153.10"
"561","149.45","153.91","145.38","128.29","150.83","155.78","146.76","130.15","158.6","164.60","154.54","138.97"
"562","137.98","138.02","124.04","118.17","139.36","139.89","125.42","120.04","147.1","148.71","133.20","128.85"
"563","127.09","126.83","140.25","119.20","128.46","128.70","141.63","121.07","136.2","137.52","149.41","129.89"
"564","115.30","126.41","143.40","126.54","116.68","128.27","144.77","128.41","124.5","137.09","152.55","137.23"
"565","104.91","110.53","140.74","133.10","106.29","112.40","142.12","134.96","114.1","121.22","149.90","143.78"
"566","125.40","124.83","115.25"," 99.74","126.77","126.69","116.63","101.61","134.6","135.51","124.41","110.43"
"567","138.07","141.73","147.16","131.86","139.45","143.60","148.54","133.73","147.2","152.42","156.32","142.55"
"568","121.08","122.31","152.45","116.54","122.45","124.18","153.83","118.41","130.2","133.00","161.61","127.23"
"569","153.95","154.76","130.46","112.10","155.33","156.62","131.84","113.97","163.1","165.44","139.62","122.79"
"570","129.02","127.32","133.01","128.92","130.40","129.19","134.39","130.79","138.2","138.01","142.17","139.61"
"571","141.18","138.51","117.36","115.56","142.55","140.38","118.74","117.42","150.3","149.20","126.52","126.24"
"572","135.71","132.67","138.45","128.57","137.09","134.54","139.82","130.43","144.9","143.35","147.60","139.25"
"573","127.84","126.75","148.19","122.75","129.22","128.62","149.57","124.61","137.0","137.43","157.35","133.43"
"574","134.88","138.47","152.91","128.55","136.26","140.34","154.29","130.41","144.0","149.16","162.07","139.23"
"575","147.13","145.48","133.30","110.34","148.50","147.34","134.68","112.21","156.3","156.16","142.46","121.03"
"576","132.39","137.21","154.92","133.80","133.77","139.07","156.30","135.66","141.6","147.89","164.08","144.48"
"577","134.20","134.39","156.28","132.14","135.58","136.26","157.65","134.01","143.4","145.08","165.43","142.83"
"578","135.73","135.82","167.16","137.39","137.10","137.69","168.53","139.26","144.9","146.51","176.32","148.08"
"579","156.98","156.86","129.49","117.17","158.36","158.73","130.87","119.04","166.1","167.54","138.65","127.86"
"580","132.26","133.01","114.99","107.21","133.63","134.88","116.36","109.08","141.4","143.70","124.14","117.90"
"581","125.67","125.32","139.94","131.44","127.05","127.19","141.32","133.31","134.8","136.01","149.10","142.13"
"582","146.03","143.83","152.52","131.70","147.41","145.69","153.90","133.57","155.2","154.51","161.68","142.38"
"583","145.75","142.88","135.00","117.51","147.13","144.74","136.37","119.38","154.9","153.56","144.16","128.20"
"584","146.53","151.40","143.67","115.21","147.91","153.26","145.05","117.08","155.7","162.08","152.83","125.90"
"585","125.25","116.72","132.28","122.11","126.63","118.59","133.66","123.97","134.4","127.40","141.44","132.79"
"586","166.15","162.65"," 94.96"," 91.94","167.53","164.52"," 96.34"," 93.81","175.3","173.34","104.12","102.63"
"587","141.06","142.89","133.42","115.03","142.44","144.75","134.79","116.89","150.2","153.57","142.57","125.71"
"588","147.84","146.82","116.75","102.66","149.21","148.69","118.13","104.53","157.0","157.51","125.91","113.35"
"589","144.31","141.28","149.67","133.56","145.69","143.15","151.05","135.43","153.5","151.97","158.83","144.24"
"590","129.15","129.64","155.77","126.69","130.52","131.51","157.15","128.56","138.3","140.33","164.93","137.38"
"591","141.47","136.64","130.69","119.81","142.85","138.50","132.07","121.68","150.6","147.32","139.85","130.50"
"592","154.91","164.23","132.27","130.66","156.29","166.10","133.65","132.53","164.1","174.92","141.43","141.35"
"593","133.48","124.16","132.10","118.23","134.86","126.03","133.48","120.10","142.6","134.84","141.26","128.92"
"594","133.99","130.15","116.85"," 93.39","135.37","132.02","118.22"," 95.26","143.1","140.83","126.00","104.08"
"595","135.04","130.77","152.44","128.20","136.42","132.64","153.81","130.06","144.2","141.46","161.59","138.88"
"596","156.65","162.38","126.67","112.10","158.03","164.24","128.04","113.97","165.8","173.06","135.82","122.79"
"597","126.83","127.52","121.71","110.61","128.20","129.39","123.09","112.48","136.0","138.21","130.87","121.30"
"598","147.15","140.53","141.16","114.82","148.53","142.40","142.54","116.69","156.3","151.21","150.32","125.51"
"599","151.01","149.77","150.06","141.88","152.39","151.64","151.44","143.75","160.2","160.46","159.22","152.57"
"600","148.93","145.90","136.46","109.46","150.30","147.77","137.84","111.33","158.1","156.59","145.62","120.15"
"601","145.10","147.01","148.94","131.79","146.48","148.88","150.31","133.66","154.3","157.70","158.09","142.48"
"602","127.57","124.41","124.79","117.07","128.95","126.27","126.17","118.94","136.7","135.09","133.95","127.76"
"603","142.52","149.76","132.06","108.17","143.89","151.62","133.43","110.03","151.7","160.44","141.21","118.85"
"604","132.68","128.58","116.42","107.33","134.05","130.45","117.79","109.20","141.8","139.27","125.58","118.02"
"605","129.79","136.68","120.98","117.70","131.17","138.55","122.35","119.57","138.9","147.37","130.14","128.39"
"606","130.17","126.64","135.30","127.08","131.55","128.50","136.67","128.95","139.3","137.32","144.45","137.77"
"607","158.20","151.07","152.92","123.67","159.58","152.93","154.30","125.54","167.4","161.75","162.08","134.36"
"608","135.39","134.14","122.81","118.87","136.77","136.01","124.19","120.73","144.6","144.83","131.97","129.55"
"609","143.29","142.08","147.42","122.99","144.66","143.95","148.79","124.85","152.4","152.76","156.57","133.67"
"610","131.64","129.07","143.49","125.31","133.02","130.94","144.87","127.17","140.8","139.76","152.65","135.99"
"611","143.51","142.21","146.73","129.77","144.89","144.08","148.11","131.63","152.7","152.89","155.89","140.45"
"612","122.55","126.03","127.86","110.25","123.93","127.90","129.24","112.11","131.7","136.72","137.02","120.93"
"613","131.70","132.44","110.75"," 99.13","133.08","134.30","112.13","101.00","140.9","143.12","119.91","109.81"
"614","135.99","137.37","156.40","143.43","137.36","139.24","157.78","145.30","145.1","148.05","165.56","154.12"
"615","158.78","168.77","149.24","128.16","160.16","170.64","150.61","130.03","167.9","179.45","158.39","138.85"
"616","108.34","111.50","141.96","119.15","109.71","113.37","143.34","121.01","117.5","122.18","151.12","129.83"
"617","135.00","141.37","130.48","117.56","136.38","143.24","131.86","119.43","144.2","152.06","139.64","128.24"
"618","128.85","127.43","128.40","121.58","130.22","129.30","129.78","123.45","138.0","138.12","137.56","132.27"
"619","138.67","137.52","146.11","130.57","140.04","139.38","147.49","132.44","147.8","148.20","155.27","141.26"
"620","137.76","147.70","126.25","112.90","139.14","149.56","127.63","114.77","146.9","158.38","135.41","123.58"
"621","132.05","128.95","146.77","118.86","133.43","130.81","148.14","120.73","141.2","139.63","155.93","129.55"
"622","117.06","117.34","159.40","140.10","118.44","119.20","160.78","141.96","126.2","128.02","168.56","150.78"
"623","148.42","145.40","149.14","125.83","149.80","147.27","150.52","127.70","157.6","156.08","158.30","136.51"
"624","167.19","166.46","131.10","110.37","168.57","168.32","132.48","112.24","176.3","177.14","140.26","121.06"
"625","131.88","135.54","147.25","144.73","133.25","137.41","148.63","146.60","141.0","146.23","156.41","155.41"
"626","147.49","139.45","122.90","117.86","148.87","141.32","124.28","119.73","156.6","150.14","132.06","128.54"
"627","131.18","128.15","163.96","144.55","132.56","130.02","165.33","146.41","140.3","138.84","173.11","155.23"
"628","123.15","119.48","123.87","114.11","124.53","121.35","125.25","115.97","132.3","130.17","133.03","124.79"
"629","142.98","139.54","156.02","128.70","144.36","141.41","157.39","130.57","152.1","150.22","165.18","139.39"
"630","142.42","140.64","153.24","139.21","143.80","142.51","154.61","141.08","151.6","151.32","162.39","149.90"
"631","147.07","149.79","131.58","126.80","148.44","151.66","132.96","128.67","156.2","160.47","140.74","137.49"
"632","123.10","118.04","112.15","100.01","124.48","119.91","113.53","101.88","132.3","128.73","121.31","110.69"
"633","149.86","148.08","134.25","122.96","151.24","149.95","135.63","124.83","159.0","158.77","143.41","133.64"
"634","126.46","131.57","155.70","138.47","127.84","133.44","157.08","140.33","135.6","142.26","164.86","149.15"
"635","146.84","143.72","141.58","131.60","148.22","145.59","142.96","133.47","156.0","154.40","150.74","142.28"
"636","149.40","154.09","152.29","127.62","150.77","155.96","153.66","129.49","158.6","164.78","161.45","138.31"
"637","143.99","143.61","145.06","131.95","145.36","145.47","146.43","133.82","153.1","154.29","154.22","142.63"
"638","135.82","138.20","135.27","127.56","137.20","140.07","136.65","129.43","145.0","148.88","144.43","138.25"
"639","134.58","134.83","144.84","113.39","135.96","136.70","146.21","115.26","143.7","145.52","153.99","124.08"
"640","124.33","123.52","136.54","115.36","125.71","125.39","137.92","117.23","133.5","134.21","145.70","126.04"
"641","129.52","130.65","151.70","124.36","130.90","132.52","153.08","126.23","138.7","141.33","160.86","135.05"
"642","142.12","138.27","131.21","100.87","143.50","140.14","132.59","102.74","151.3","148.96","140.37","111.56"
"643","146.26","151.25","109.24","103.28","147.64","153.12","110.61","105.15","155.4","161.94","118.40","113.97"
"644","148.50","148.50","106.94"," 99.87","149.88","150.36","108.32","101.74","157.7","159.18","116.10","110.56"
"645","122.38","132.51","136.88","125.18","123.76","134.38","138.26","127.05","131.5","143.19","146.04","135.87"
"646","125.23","123.39","143.15","132.90","126.61","125.26","144.52","134.77","134.4","134.08","152.30","143.59"
"647","149.65","147.33","148.20","140.02","151.03","149.19","149.57","141.88","158.8","158.01","157.35","150.70"
"648","130.66","130.91","142.33","100.52","132.04","132.78","143.71","102.39","139.8","141.59","151.49","111.21"
"649","135.59","134.38","120.31","105.49","136.97","136.25","121.69","107.35","144.7","145.06","129.47","116.17"
"650","143.40","162.52","135.88","108.27","144.78","164.39","137.26","110.14","152.6","173.21","145.04","118.95"
"651","147.27","147.80","152.49","104.10","148.65","149.67","153.87","105.96","156.4","158.49","161.65","114.78"
"652","122.02","125.22","138.39","128.35","123.40","127.09","139.76","130.22","131.2","135.90","147.55","139.04"
"653","115.86","119.28","109.69"," 95.17","117.24","121.15","111.07"," 97.04","125.0","129.97","118.85","105.86"
"654","131.02","131.56","160.12","107.19","132.39","133.43","161.50","109.05","140.2","142.24","169.28","117.87"
"655","156.55","158.62","134.60","119.29","157.93","160.48","135.97","121.16","165.7","169.30","143.75","129.98"
"656","163.32","165.27","136.79","116.18","164.70","167.14","138.16","118.05","172.5","175.95","145.94","126.86"
"657","132.83","142.35","154.92","132.74","134.21","144.22","156.30","134.61","142.0","153.03","164.08","143.43"
"658","144.12","145.85","146.09","131.37","145.50","147.72","147.47","133.23","153.3","156.54","155.25","142.05"
"659","128.99","124.34","155.40","133.61","130.36","126.21","156.77","135.47","138.1","135.03","164.55","144.29"
"660","133.69","135.03","128.41","122.94","135.06","136.89","129.79","124.81","142.8","145.71","137.57","133.63"
"661","131.18","130.55","149.47","124.78","132.55","132.42","150.85","126.64","140.3","141.24","158.63","135.46"
"662","140.07","139.67","135.59","113.58","141.44","141.54","136.96","115.44","149.2","150.36","144.75","124.26"
"663","131.28","127.22","145.18","126.82","132.66","129.09","146.56","128.69","140.4","137.91","154.34","137.51"
"664","127.82","118.06","145.30","130.96","129.20","119.93","146.67","132.83","137.0","128.75","154.45","141.64"
"665","111.90","114.75","113.43","105.43","113.28","116.62","114.81","107.30","121.1","125.43","122.59","116.12"
"666","143.31","143.99","159.64","132.21","144.69","145.86","161.02","134.08","152.5","154.68","168.80","142.90"
"667","143.75","139.02","153.34","122.54","145.13","140.89","154.72","124.41","152.9","149.71","162.50","133.23"
"668","137.86","133.74","154.47","129.75","139.24","135.61","155.85","131.61","147.0","144.43","163.63","140.43"
"669","149.06","143.06","140.82","130.26","150.43","144.92","142.20","132.12","158.2","153.74","149.98","140.94"
"670","132.36","133.13","135.62","122.52","133.74","135.00","136.99","124.39","141.5","143.81","144.77","133.21"
"671","148.21","154.46","117.62","103.71","149.59","156.32","119.00","105.58","157.4","165.14","126.78","114.40"
"672","125.49","122.95","124.56","113.08","126.87","124.82","125.94","114.94","134.6","133.64","133.72","123.76"
"673","141.38","137.74","131.16","114.75","142.76","139.61","132.53","116.62","150.5","148.42","140.32","125.44"
"674","149.86","145.98","155.01","128.86","151.24","147.85","156.38","130.73","159.0","156.66","164.16","139.54"
"675","115.72","117.80","147.12","123.11","117.10","119.66","148.50","124.97","124.9","128.48","156.28","133.79"
"676","134.23","129.83","149.16","132.95","135.60","131.70","150.54","134.81","143.4","140.52","158.32","143.63"
"677","133.91","128.40","173.62","148.69","135.28","130.27","175.00","150.56","143.1","139.08","182.78","159.38"
"678","154.07","154.66","141.62","125.21","155.45","156.53","143.00","127.07","163.2","165.35","150.78","135.89"
"679","129.31","124.96","120.45","112.78","130.68","126.83","121.83","114.65","138.5","135.64","129.61","123.47"
"680","127.73","131.19","148.78","116.20","129.11","133.06","150.16","118.07","136.9","141.88","157.94","126.88"
"681","142.07","148.71","133.10","133.62","143.45","150.58","134.48","135.49","151.2","159.40","142.26","144.30"
"682","152.13","144.47","149.89","129.89","153.51","146.34","151.27","131.76","161.3","155.16","159.05","140.57"
"683","111.55","107.01","136.33","131.60","112.93","108.87","137.70","133.47","120.7","117.69","145.48","142.29"
"684","131.29","136.94","141.29","128.37","132.66","138.81","142.67","130.24","140.4","147.62","150.45","139.06"
"685","137.69","141.34","138.13","125.74","139.06","143.21","139.51","127.61","146.8","152.03","147.29","136.43"
"686","125.49","121.42","106.15"," 98.10","126.87","123.29","107.53"," 99.96","134.6","132.11","115.31","108.78"
"687","137.84","151.49","151.38","140.52","139.22","153.35","152.75","142.39","147.0","162.17","160.54","151.21"
"688","130.92","129.09","137.16","126.39","132.30","130.96","138.53","128.26","140.1","139.78","146.31","137.07"
"689","157.90","157.65","142.71","119.18","159.28","159.51","144.09","121.04","167.1","168.33","151.87","129.86"
"690","132.78","131.59","159.98","131.58","134.16","133.46","161.35","133.45","141.9","142.28","169.14","142.27"
"691","113.09","117.07","163.09","140.34","114.46","118.93","164.47","142.21","122.2","127.75","172.25","151.03"
"692","146.53","143.42","137.88","129.82","147.91","145.29","139.26","131.68","155.7","154.10","147.04","140.50"
"693","128.38","127.50","150.28","123.03","129.75","129.37","151.65","124.89","137.5","138.19","159.43","133.71"
"694","149.59","141.08","161.69","142.87","150.96","142.94","163.07","144.74","158.7","151.76","170.85","153.55"
"695","138.44","140.40","135.98","116.39","139.82","142.26","137.36","118.25","147.6","151.08","145.14","127.07"
"696","139.21","135.99","143.08","127.63","140.59","137.86","144.45","129.50","148.4","146.67","152.23","138.32"
"697","144.90","144.92","130.16","121.06","146.28","146.79","131.54","122.93","154.1","155.61","139.32","131.75"
"698","140.74","149.37","135.41","119.20","142.12","151.24","136.79","121.06","149.9","160.06","144.57","129.88"
"699","123.25","113.76","137.77","128.73","124.63","115.62","139.14","130.60","132.4","124.44","146.92","139.42"
"700","131.54","136.48","122.81","111.04","132.92","138.34","124.19","112.90","140.7","147.16","131.97","121.72"
"701","143.59","144.08","117.56"," 93.02","144.97","145.94","118.94"," 94.89","152.8","154.76","126.72","103.70"
"702","125.80","130.66","138.03","118.83","127.17","132.52","139.40","120.69","135.0","141.34","147.18","129.51"
"703","139.37","141.16","128.35","112.22","140.75","143.02","129.72","114.08","148.5","151.84","137.50","122.90"
"704","151.55","150.64","156.12","134.64","152.93","152.50","157.50","136.51","160.7","161.32","165.28","145.33"
"705","153.64","157.28","142.32","118.16","155.02","159.15","143.69","120.02","162.8","167.97","151.47","128.84"
"706","127.69","124.99","142.64","113.56","129.07","126.86","144.02","115.42","136.8","135.68","151.80","124.24"
"707","148.58","140.41","138.78","105.03","149.95","142.28","140.16","106.89","157.7","151.10","147.94","115.71"
"708","105.47","109.17","148.90","127.35","106.85","111.04","150.27","129.22","114.6","119.86","158.05","138.04"
"709","131.15","133.60","148.87","116.77","132.52","135.46","150.24","118.63","140.3","144.28","158.02","127.45"
"710","121.74","127.46","133.84","119.86","123.12","129.33","135.22","121.73","130.9","138.15","143.00","130.54"
"711","123.41","128.28","137.76","123.60","124.78","130.15","139.13","125.46","132.6","138.96","146.92","134.28"
"712","134.67","131.13","146.54","128.40","136.05","133.00","147.92","130.26","143.8","141.81","155.70","139.08"
"713","156.20","152.16","141.24","128.62","157.58","154.02","142.62","130.49","165.4","162.84","150.40","139.31"
"714","136.26","139.02","133.15","111.71","137.63","140.89","134.53","113.58","145.4","149.70","142.31","122.40"
"715","141.67","144.62","147.23","141.42","143.05","146.48","148.60","143.28","150.8","155.30","156.39","152.10"
"716","122.06","120.26","126.42","107.98","123.44","122.13","127.79","109.85","131.2","130.95","135.57","118.67"
"717","125.15","127.17","133.21","119.35","126.52","129.04","134.59","121.21","134.3","137.86","142.37","130.03"
"718","134.12","130.62","139.78","120.00","135.50","132.49","141.15","121.86","143.3","141.30","148.94","130.68"
"719","135.42","132.84","127.64","114.67","136.80","134.70","129.01","116.54","144.6","143.52","136.79","125.36"
"720","141.33","140.50","128.01","119.63","142.71","142.37","129.39","121.50","150.5","151.19","137.17","130.31"
"721","137.08","138.49","140.65","115.11","138.45","140.36","142.03","116.98","146.2","149.17","149.81","125.80"
"722","141.57","138.33","152.80","117.84","142.95","140.19","154.17","119.71","150.7","149.01","161.95","128.52"
"723","150.80","148.70","120.68","111.18","152.17","150.57","122.06","113.05","160.0","159.39","129.84","121.87"
"724","126.04","126.13","135.82","124.80","127.42","128.00","137.20","126.66","135.2","136.82","144.98","135.48"
"725","149.39","142.07","153.87","143.65","150.77","143.94","155.25","145.52","158.5","152.75","163.03","154.34"
"726","123.17","117.71","110.84","109.80","124.54","119.58","112.21","111.66","132.3","128.40","119.99","120.48"
"727"," 97.64","109.78","131.14","120.52"," 99.02","111.64","132.51","122.39","106.8","120.46","140.29","131.21"
"728","140.48","134.28","145.44","132.65","141.86","136.15","146.82","134.52","149.6","144.96","154.60","143.34"
"729","141.98","146.56","116.46","102.79","143.35","148.42","117.84","104.65","151.1","157.24","125.62","113.47"
"730","138.70","139.97","145.52","124.10","140.08","141.84","146.89","125.97","147.9","150.66","154.67","134.79"
"731","129.88","125.05","120.76","108.07","131.25","126.92","122.14","109.93","139.0","135.73","129.92","118.75"
"732","156.03","153.07","130.50"," 97.47","157.41","154.93","131.88"," 99.34","165.2","163.75","139.66","108.15"
"733","150.05","160.94","120.04","107.95","151.43","162.81","121.42","109.82","159.2","171.63","129.20","118.64"
"734","135.69","137.59","143.21","121.79","137.07","139.45","144.59","123.66","144.9","148.27","152.37","132.48"
"735","134.83","131.94","118.10","100.39","136.21","133.80","119.47","102.26","144.0","142.62","127.26","111.07"
"736","127.80","124.87","138.38","129.06","129.17","126.74","139.76","130.93","137.0","135.56","147.54","139.75"
"737","127.83","127.75","129.71","115.68","129.20","129.62","131.08","117.55","137.0","138.44","138.86","126.37"
"738","134.56","133.45","121.61","118.95","135.94","135.32","122.99","120.81","143.7","144.13","130.77","129.63"
"739","135.74","143.65","125.31","120.40","137.12","145.51","126.69","122.27","144.9","154.33","134.47","131.08"
"740","148.79","146.26","170.15","141.87","150.17","148.13","171.53","143.73","158.0","156.95","179.31","152.55"
"741","153.63","146.45","134.14","122.87","155.01","148.32","135.52","124.73","162.8","157.14","143.30","133.55"
"742","115.94","110.63","152.92","129.41","117.31","112.50","154.30","131.28","125.1","121.31","162.08","140.09"
"743","118.31","112.31","137.42","115.50","119.69","114.18","138.80","117.37","127.5","123.00","146.58","126.18"
"744","131.46","126.88","127.96","124.97","132.84","128.74","129.34","126.83","140.6","137.56","137.12","135.65"
"745","137.94","139.37","134.85","127.41","139.32","141.23","136.22","129.27","147.1","150.05","144.01","138.09"
"746","130.11","129.98","138.33","122.77","131.49","131.84","139.70","124.63","139.3","140.66","147.49","133.45"
"747","122.64","106.77","120.79"," 98.62","124.02","108.64","122.17","100.49","131.8","117.46","129.95","109.30"
"748","120.75","114.26","123.77","111.52","122.13","116.12","125.15","113.39","129.9","124.94","132.93","122.20"
"749","139.62","139.49","146.71","136.25","141.00","141.36","148.09","138.12","148.8","150.18","155.87","146.93"
"750","138.38","130.85","159.13","136.94","139.76","132.72","160.51","138.81","147.5","141.54","168.29","147.63"
"751","142.67","148.00","126.65","108.66","144.05","149.87","128.03","110.53","151.8","158.68","135.81","119.35"
"752","132.95","137.63","152.09","138.22","134.32","139.50","153.46","140.08","142.1","148.32","161.24","148.90"
"753","101.35","101.43","148.95","131.34","102.73","103.30","150.33","133.20","110.5","112.11","158.11","142.02"
"754","131.07","135.45","128.24","116.69","132.44","137.31","129.62","118.56","140.2","146.13","137.40","127.37"
"755","125.55","119.36","130.09","128.09","126.93","121.23","131.47","129.95","134.7","130.05","139.25","138.77"
"756","136.84","140.73","150.73","133.87","138.21","142.60","152.10","135.73","146.0","151.42","159.88","144.55"
"757","128.24","137.19","142.86","122.39","129.61","139.06","144.24","124.26","137.4","147.88","152.02","133.08"
"758","122.50","116.70","126.95","115.93","123.88","118.57","128.33","117.80","131.7","127.38","136.11","126.62"
"759","116.29","100.26"," 85.24"," 75.05","117.67","102.12"," 86.61"," 76.91","125.4","110.94"," 94.40"," 85.73"
"760","125.29","119.87","147.33","135.32","126.67","121.74","148.70","137.19","134.5","130.56","156.48","146.01"
"761","142.02","144.06","145.72","132.46","143.40","145.93","147.10","134.33","151.2","154.75","154.88","143.15"
"762","122.66","128.79","134.41","113.77","124.03","130.66","135.79","115.63","131.8","139.48","143.57","124.45"
"763","144.70","143.77","123.59","111.92","146.08","145.63","124.96","113.79","153.9","154.45","132.74","122.61"
"764","143.76","151.43","134.35","125.82","145.14","153.30","135.72","127.69","152.9","162.12","143.50","136.51"
"765","135.50","131.21","114.54","110.29","136.88","133.08","115.91","112.16","144.7","141.90","123.69","120.98"
"766","130.51","128.89","167.06","154.32","131.89","130.76","168.44","156.19","139.7","139.58","176.22","165.00"
"767","139.55","136.50","155.39","134.76","140.93","138.37","156.77","136.62","148.7","147.19","164.55","145.44"
"768","138.46","147.31","120.62","109.72","139.84","149.18","122.00","111.58","147.6","158.00","129.78","120.40"
"769","148.12","147.46","148.54","125.75","149.49","149.33","149.92","127.62","157.3","158.15","157.70","136.44"
"770","155.40","146.99","133.06","104.79","156.78","148.86","134.44","106.66","164.6","157.68","142.22","115.48"
"771","124.69","115.32","131.50","108.23","126.07","117.19","132.87","110.10","133.9","126.01","140.66","118.91"
"772","141.09","138.94","134.53","126.05","142.46","140.80","135.91","127.92","150.2","149.62","143.69","136.74"
"773","131.93","130.54","141.78","128.38","133.31","132.41","143.15","130.25","141.1","141.23","150.94","139.07"
"774","151.89","148.91","147.32","120.91","153.27","150.78","148.69","122.78","161.0","159.59","156.47","131.59"
"775","138.20","145.72","144.64","128.21","139.57","147.59","146.02","130.07","147.4","156.41","153.80","138.89"
"776","148.61","154.39","135.26","120.35","149.99","156.25","136.64","122.22","157.8","165.07","144.42","131.04"
"777","122.83","132.74","130.62","103.55","124.21","134.61","132.00","105.41","132.0","143.42","139.78","114.23"
"778","132.12","135.14","130.51","116.98","133.50","137.01","131.89","118.84","141.3","145.83","139.67","127.66"
"779","117.75","120.08","141.39","121.07","119.12","121.94","142.76","122.94","126.9","130.76","150.54","131.75"
"780","165.11","166.10","138.84","130.74","166.49","167.97","140.22","132.60","174.3","176.79","148.00","141.42"
"781","142.06","137.73","136.33","118.53","143.44","139.59","137.71","120.40","151.2","148.41","145.49","129.22"
"782","134.56","124.23","151.47","130.34","135.94","126.10","152.84","132.21","143.7","134.91","160.63","141.02"
